mip_lower,n
the deficit is way beyond what we can pay and no-one seems to care.,1
the deficit.,1
the deficit/govt spending,1
the deficite,1
the defict,1
the dept,1
the dishonesty and entitlement of our current elected government,1
the dishonesty in which the current government has conducted itself. honesty of politicians in general.,1
the disparity between east and west in political decisions in central canadas' benefit.,1
"the divisiveness that the current government has utilized as its ""means to an end"". as a lifelong liberal, i am distressed that i am unable to continue to support them as a result.",1
"the east will rule again, as ontario and quebec get most of the equalization payments which mostly funded by the western provinces.",1
the eastern provinces decisions is usually successful,1
the ecenomy,1
the ecomnomy,1
the economay,1
the economic recovery plan,1
the economic recovery plans for a post pandemic world,1
the economic situation - lack of good jobs.,1
the economic situation brought about because of covid19,1
the economics of this country,1
the economy - recovery after covid,1
the economy after covid,1
the economy after covid-19,1
the economy after the pandemic,1
the economy and balancing the budget.,1
the economy and canada's debt,1
the economy and covid-19 control,1
the economy and debt,1
the economy and electoral reform,1
the economy and employment,1
the economy and ending all covid restrictions,1
the economy and federal spending,1
the economy and getting the debt reduced considerably or eliminated entirely.  no one can operate properly like this be it a family or a country.,1
the economy and how to get it back on track,1
the economy and how we can pay off the debt,1
the economy and how we can repay the billions of dollars borrowed because of covid 19,1
the economy and inflation,1
the economy and jobs for people.,1
the economy and jobs.,1
the economy and living,1
the economy and national debt,1
the economy and not taxing primary residences,1
the economy and out of control spending by the liberals,1
the economy and paying down the deficit,1
the economy and rising cost of consumer goods,1
the economy and the constant spending by the government.,1
the economy and the national debt,1
"the economy and the possibility of a decent income for all canadians to enable them to be properly fed, housed etc.",1
the economy and the rising cost of inflation.,1
the economy and the value of my money,1
the economy in the next three years,1
the economy must be restarted,1
the economy post covid,1
the economy recovering from the pandemic,1
the economy short term and long term,1
the economy!,1
"the economy, equality for all races and gender, safety and well being of all canadians",1
"the economy, hope we will stopp troweng money out !",1
"the economy, the waste of taxpayer dollars and the way alberta has been treated by the federal government",1
the economy. public dept,1
the economy/federal debt,1
the economy/inflation,1
the effects of the pandemic on the economy,1
the elderly,1
the elected politician will  not keep their promises towards improving our country.,1
"the election is unnecessary, the trudeau government should be punished for holding it during a pandemic.",1
the election itself,1
the election was called during the pandemic.,1
the elimination of partipasinship,1
the employment,1
the enactment of a country wide vaccine passport.,1
the end of the covid 19,1
the end of tyranny from all parties,1
the envirnment,1
the enviroment,1
the environment - climate change,1
the environment and climate change.,1
the environment and housing costs.,1
the environment and inequality of wealth,1
the environment and sustainability of the planet for all forms of life,1
the environment and wildlife,1
"the environment including global warming, preservation of old growth forests and clean water",1
"the environment, including climate change",1
the environment.,1
the environment/animal protection.,1
the environment/climate change/forestry,1
the environment/first nations,1
the environment/sustainability/climate change,1
the erosion of my freedom of speech,1
the establishment of a national drug and national dental plan,1
the ethical behaviour of elected representatives.,1
the ethics of the prime minister and his competence,1
the ever increasing  amount of money being spent,1
"the extremely poor job done by justin trudeau and the liberals, and his utter arrogance in calling an election because he wants more power!",1
the fact it was not needed and is a colossal waste of money,1
the fact its a pandemic and this was such a tight timeline to ensure everybody had their choice of voting,1
the fact that an election was even called.....purely for political gain. worst possible time,1
the fact that it shouldn't have been called in the first place!,1
the fact that it was called during a pandemic. we did not need it!,1
the fact that the election is even being held at this time,1
the fact that the election was even called! not happy,1
the fact that there is a needless election which costs over $ 600 million and during this period no government work gets done.,1
the fact that there is even an election,1
the fact that they all lie,1
the fact that this election was called unnecessarily,1
